Sum of label_val	Column Labels								
Row Labels	LOCATION1#general	LOCATION1#price	LOCATION1#safety	LOCATION1#transit	LOCATION2#general	LOCATION2#price	LOCATION2#safety	LOCATION2#transit	Grand Total
Avoid  LOCATION1 safety  and LOCATION2 Where will you be working			0						0
Avoid  LOCATION1 transit location  and LOCATION2 Where will you be working				0					0
Avoid LOCATION1 and  LOCATION2 general  Where will you be working					-1				-1
Avoid LOCATION1 and  LOCATION2 price  Where will you be working						0			0
Avoid LOCATION1 and  LOCATION2 safety  Where will you be working							0		0
Avoid LOCATION1 and  LOCATION2 transit location  Where will you be working								0	0
2798	1	0	0	0	1	0	0	0	2
 LOCATION1 general  and LOCATION2 areas are nice i think	1								1
 LOCATION1 price  and LOCATION2 areas are nice i think		0							0
 LOCATION1 safety  and LOCATION2 areas are nice i think			0						0
 LOCATION1 transit location  and LOCATION2 areas are nice i think				0					0
LOCATION1 and  LOCATION2 general  areas are nice i think					1				1
LOCATION1 and  LOCATION2 price  areas are nice i think						0			0
LOCATION1 and  LOCATION2 safety  areas are nice i think							0		0
LOCATION1 and  LOCATION2 transit location  areas are nice i think								0	0
2799	0	1	0	0	-1	0	0	0	0
You could stay in somewhere crap like  LOCATION2 general  or you could live somewhere like LOCATION1 where it is cheaper to live					-1				-1
You could stay in somewhere crap like  LOCATION2 price  or you could live somewhere like LOCATION1 where it is cheaper to live						0			0
You could stay in somewhere crap like  LOCATION2 safety  or you could live somewhere like LOCATION1 where it is cheaper to live							0		0
You could stay in somewhere crap like  LOCATION2 transit location  or you could live somewhere like LOCATION1 where it is cheaper to live								0	0
You could stay in somewhere crap like LOCATION2 or you could live somewhere like  LOCATION1 general  where it is cheaper to live	0								0
You could stay in somewhere crap like LOCATION2 or you could live somewhere like  LOCATION1 price  where it is cheaper to live		1							1
You could stay in somewhere crap like LOCATION2 or you could live somewhere like  LOCATION1 safety  where it is cheaper to live			0						0
You could stay in somewhere crap like LOCATION2 or you could live somewhere like  LOCATION1 transit location  where it is cheaper to live				0					0
2800	1	0	0	0	1	0	0	0	2
Hmm  LOCATION1 general  and LOCATION2 are improving areas	1								1
Hmm  LOCATION1 price  and LOCATION2 are improving areas		0							0
Hmm  LOCATION1 safety  and LOCATION2 are improving areas			0						0
Hmm  LOCATION1 transit location  and LOCATION2 are improving areas				0					0
Hmm LOCATION1 and  LOCATION2 general  are improving areas					1				1
Hmm LOCATION1 and  LOCATION2 price  are improving areas						0			0
Hmm LOCATION1 and  LOCATION2 safety  are improving areas							0		0
Hmm LOCATION1 and  LOCATION2 transit location  are improving areas								0	0
2802	1	0	0	0	1	0	0	0	2
I like  LOCATION1 general  and LOCATION2	1								1
I like  LOCATION1 price  and LOCATION2		0							0
I like  LOCATION1 safety  and LOCATION2			0						0
I like  LOCATION1 transit location  and LOCATION2				0					0
I like LOCATION1 and  LOCATION2 general 					1				1
I like LOCATION1 and  LOCATION2 price 						0			0
I like LOCATION1 and  LOCATION2 safety 							0		0
I like LOCATION1 and  LOCATION2 transit location 								0	0
2803	1	0	0	0	1	0	0	0	2
"I 'll go to  LOCATION1 general  , particularly LOCATION2"	1								1
"I 'll go to  LOCATION1 price  , particularly LOCATION2"		0							0
"I 'll go to  LOCATION1 safety  , particularly LOCATION2"			0						0
"I 'll go to  LOCATION1 transit location  , particularly LOCATION2"				0					0
"I 'll go to LOCATION1 , particularly  LOCATION2 general "					1				1
"I 'll go to LOCATION1 , particularly  LOCATION2 price "						0			0
"I 'll go to LOCATION1 , particularly  LOCATION2 safety "							0		0
"I 'll go to LOCATION1 , particularly  LOCATION2 transit location "								0	0
2804	1	0	0	0	1	0	0	0	2
"I would suggest SE London , somewhere like  LOCATION1 general  or LOCATION2 but it 's been years I 've lived in London"	1								1
"I would suggest SE London , somewhere like  LOCATION1 price  or LOCATION2 but it 's been years I 've lived in London"		0							0
"I would suggest SE London , somewhere like  LOCATION1 safety  or LOCATION2 but it 's been years I 've lived in London"			0						0
"I would suggest SE London , somewhere like  LOCATION1 transit location  or LOCATION2 but it 's been years I 've lived in London"				0					0
"I would suggest SE London , somewhere like LOCATION1 or  LOCATION2 general  but it 's been years I 've lived in London"					1				1
"I would suggest SE London , somewhere like LOCATION1 or  LOCATION2 price  but it 's been years I 've lived in London"						0			0
"I would suggest SE London , somewhere like LOCATION1 or  LOCATION2 safety  but it 's been years I 've lived in London"							0		0
"I would suggest SE London , somewhere like LOCATION1 or  LOCATION2 transit location  but it 's been years I 've lived in London"								0	0
2805	0	0	0	0	0	0	0	0	0
"for example there are huge Jewish and Turkish communities in  LOCATION1 general  , and lots of Chinese people in the south especially around LOCATION2"	0								0
"for example there are huge Jewish and Turkish communities in  LOCATION1 price  , and lots of Chinese people in the south especially around LOCATION2"		0							0
"for example there are huge Jewish and Turkish communities in  LOCATION1 safety  , and lots of Chinese people in the south especially around LOCATION2"			0						0
"for example there are huge Jewish and Turkish communities in  LOCATION1 transit location  , and lots of Chinese people in the south especially around LOCATION2"				0					0
"for example there are huge Jewish and Turkish communities in LOCATION1 , and lots of Chinese people in the south especially around  LOCATION2 general "					0				0
"for example there are huge Jewish and Turkish communities in LOCATION1 , and lots of Chinese people in the south especially around  LOCATION2 price "						0			0
"for example there are huge Jewish and Turkish communities in LOCATION1 , and lots of Chinese people in the south especially around  LOCATION2 safety "							0		0
"for example there are huge Jewish and Turkish communities in LOCATION1 , and lots of Chinese people in the south especially around  LOCATION2 transit location "								0	0
2806	-1	1	0	0	-1	1	0	0	0
Most of the other cheap areas like  LOCATION2 general  or LOCATION1 are cheap and nasty From my experience the further out of London you live ( ie Zone 3 - 4 apposed to Zone 1 or 2 ) the cheaper rent becomes					-1				-1
Most of the other cheap areas like  LOCATION2 price  or LOCATION1 are cheap and nasty From my experience the further out of London you live ( ie Zone 3 - 4 apposed to Zone 1 or 2 ) the cheaper rent becomes						1			1
Most of the other cheap areas like  LOCATION2 safety  or LOCATION1 are cheap and nasty From my experience the further out of London you live ( ie Zone 3 - 4 apposed to Zone 1 or 2 ) the cheaper rent becomes							0		0
Most of the other cheap areas like  LOCATION2 transit location  or LOCATION1 are cheap and nasty From my experience the further out of London you live ( ie Zone 3 - 4 apposed to Zone 1 or 2 ) the cheaper rent becomes								0	0
Most of the other cheap areas like LOCATION2 or  LOCATION1 general  are cheap and nasty From my experience the further out of London you live ( ie Zone 3 - 4 apposed to Zone 1 or 2 ) the cheaper rent becomes	-1								-1
Most of the other cheap areas like LOCATION2 or  LOCATION1 price  are cheap and nasty From my experience the further out of London you live ( ie Zone 3 - 4 apposed to Zone 1 or 2 ) the cheaper rent becomes		1							1
Most of the other cheap areas like LOCATION2 or  LOCATION1 safety  are cheap and nasty From my experience the further out of London you live ( ie Zone 3 - 4 apposed to Zone 1 or 2 ) the cheaper rent becomes			0						0
Most of the other cheap areas like LOCATION2 or  LOCATION1 transit location  are cheap and nasty From my experience the further out of London you live ( ie Zone 3 - 4 apposed to Zone 1 or 2 ) the cheaper rent becomes				0					0
2808	1	1	0	0	1	1	0	0	4
"if you can afford it move to the  LOCATION1 general  or LOCATION2 , lovely little areas"	1								1
"if you can afford it move to the  LOCATION1 price  or LOCATION2 , lovely little areas"		1							1
"if you can afford it move to the  LOCATION1 safety  or LOCATION2 , lovely little areas"			0						0
"if you can afford it move to the  LOCATION1 transit location  or LOCATION2 , lovely little areas"				0					0
"if you can afford it move to the LOCATION1 or  LOCATION2 general  , lovely little areas"					1				1
"if you can afford it move to the LOCATION1 or  LOCATION2 price  , lovely little areas"						1			1
"if you can afford it move to the LOCATION1 or  LOCATION2 safety  , lovely little areas"							0		0
"if you can afford it move to the LOCATION1 or  LOCATION2 transit location  , lovely little areas"								0	0
2809	0	0	0	0	0	0	0	0	0
"Very green and leafy :  LOCATION1 general  , LOCATION2"	0								0
"Very green and leafy :  LOCATION1 price  , LOCATION2"		0							0
"Very green and leafy :  LOCATION1 safety  , LOCATION2"			0						0
"Very green and leafy :  LOCATION1 transit location  , LOCATION2"				0					0
"Very green and leafy : LOCATION1 ,  LOCATION2 general "					0				0
"Very green and leafy : LOCATION1 ,  LOCATION2 price "						0			0
"Very green and leafy : LOCATION1 ,  LOCATION2 safety "							0		0
"Very green and leafy : LOCATION1 ,  LOCATION2 transit location "								0	0
2810	0	0	1	0	0	0	1	0	2
I lived on the border of  LOCATION2 general  and LOCATION1 for almost 7 years and never had any problems					0				0
I lived on the border of  LOCATION2 price  and LOCATION1 for almost 7 years and never had any problems						0			0
I lived on the border of  LOCATION2 safety  and LOCATION1 for almost 7 years and never had any problems							1		1
I lived on the border of  LOCATION2 transit location  and LOCATION1 for almost 7 years and never had any problems								0	0
I lived on the border of LOCATION2 and  LOCATION1 general  for almost 7 years and never had any problems	0								0
I lived on the border of LOCATION2 and  LOCATION1 price  for almost 7 years and never had any problems		0							0
I lived on the border of LOCATION2 and  LOCATION1 safety  for almost 7 years and never had any problems			1						1
I lived on the border of LOCATION2 and  LOCATION1 transit location  for almost 7 years and never had any problems				0					0
2811	-1	0	0	-1	-1	0	0	-1	-4
", and  LOCATION1 general  and LOCATION2 , a bit further in on that side , but not very hip and happening , a bit drab"	-1								-1
", and  LOCATION1 price  and LOCATION2 , a bit further in on that side , but not very hip and happening , a bit drab"		0							0
", and  LOCATION1 safety  and LOCATION2 , a bit further in on that side , but not very hip and happening , a bit drab"			0						0
", and  LOCATION1 transit location  and LOCATION2 , a bit further in on that side , but not very hip and happening , a bit drab"				-1					-1
", and LOCATION1 and  LOCATION2 general  , a bit further in on that side , but not very hip and happening , a bit drab"					-1				-1
", and LOCATION1 and  LOCATION2 price  , a bit further in on that side , but not very hip and happening , a bit drab"						0			0
", and LOCATION1 and  LOCATION2 safety  , a bit further in on that side , but not very hip and happening , a bit drab"							0		0
", and LOCATION1 and  LOCATION2 transit location  , a bit further in on that side , but not very hip and happening , a bit drab"								-1	-1
2812	1	0	0	0	1	0	0	0	2
" LOCATION1 general  has been recommended to me , as has LOCATION2"	1								1
" LOCATION1 price  has been recommended to me , as has LOCATION2"		0							0
" LOCATION1 safety  has been recommended to me , as has LOCATION2"			0						0
" LOCATION1 transit location  has been recommended to me , as has LOCATION2"				0					0
"LOCATION1 has been recommended to me , as has  LOCATION2 general "					1				1
"LOCATION1 has been recommended to me , as has  LOCATION2 price "						0			0
"LOCATION1 has been recommended to me , as has  LOCATION2 safety "							0		0
"LOCATION1 has been recommended to me , as has  LOCATION2 transit location "								0	0
2813	1	0	0	0	1	0	0	0	2
Add  LOCATION1 general  and LOCATION2 as good areas	1								1
Add  LOCATION1 price  and LOCATION2 as good areas		0							0
Add  LOCATION1 safety  and LOCATION2 as good areas			0						0
Add  LOCATION1 transit location  and LOCATION2 as good areas				0					0
Add LOCATION1 and  LOCATION2 general  as good areas					1				1
Add LOCATION1 and  LOCATION2 price  as good areas						0			0
Add LOCATION1 and  LOCATION2 safety  as good areas							0		0
Add LOCATION1 and  LOCATION2 transit location  as good areas								0	0
2815	0	0	-1	0	1	0	0	0	0
"Right now I am pretty satisfied with the Beaufort Park at  LOCATION2 general  , but some ppl says LOCATION1 is a horribly unsafe neighbourhood"					1				1
"Right now I am pretty satisfied with the Beaufort Park at  LOCATION2 price  , but some ppl says LOCATION1 is a horribly unsafe neighbourhood"						0			0
"Right now I am pretty satisfied with the Beaufort Park at  LOCATION2 safety  , but some ppl says LOCATION1 is a horribly unsafe neighbourhood"							0		0
"Right now I am pretty satisfied with the Beaufort Park at  LOCATION2 transit location  , but some ppl says LOCATION1 is a horribly unsafe neighbourhood"								0	0
"Right now I am pretty satisfied with the Beaufort Park at LOCATION2 , but some ppl says  LOCATION1 general  is a horribly unsafe neighbourhood"	0								0
"Right now I am pretty satisfied with the Beaufort Park at LOCATION2 , but some ppl says  LOCATION1 price  is a horribly unsafe neighbourhood"		0							0
"Right now I am pretty satisfied with the Beaufort Park at LOCATION2 , but some ppl says  LOCATION1 safety  is a horribly unsafe neighbourhood"			-1						-1
"Right now I am pretty satisfied with the Beaufort Park at LOCATION2 , but some ppl says  LOCATION1 transit location  is a horribly unsafe neighbourhood"				0					0
2816	0	-1	1	1	0	0	0	0	1
" LOCATION1 general  's central , it 's safe , it 's fairly posh , and it 's walking distance from LOCATION2 theatres and shops"	0								0
" LOCATION1 price  's central , it 's safe , it 's fairly posh , and it 's walking distance from LOCATION2 theatres and shops"		-1							-1
" LOCATION1 safety  's central , it 's safe , it 's fairly posh , and it 's walking distance from LOCATION2 theatres and shops"			1						1
" LOCATION1 transit location  's central , it 's safe , it 's fairly posh , and it 's walking distance from LOCATION2 theatres and shops"				1					1
"LOCATION1 's central , it 's safe , it 's fairly posh , and it 's walking distance from  LOCATION2 general  theatres and shops"					0				0
"LOCATION1 's central , it 's safe , it 's fairly posh , and it 's walking distance from  LOCATION2 price  theatres and shops"						0			0
"LOCATION1 's central , it 's safe , it 's fairly posh , and it 's walking distance from  LOCATION2 safety  theatres and shops"							0		0
"LOCATION1 's central , it 's safe , it 's fairly posh , and it 's walking distance from  LOCATION2 transit location  theatres and shops"								0	0
2817	-1	0	0	0	-1	0	0	0	-2
" LOCATION1 general  LOCATION2 , both shite holes"	-1								-1
" LOCATION1 price  LOCATION2 , both shite holes"		0							0
" LOCATION1 safety  LOCATION2 , both shite holes"			0						0
" LOCATION1 transit location  LOCATION2 , both shite holes"				0					0
"LOCATION1  LOCATION2 general  , both shite holes"					-1				-1
"LOCATION1  LOCATION2 price  , both shite holes"						0			0
"LOCATION1  LOCATION2 safety  , both shite holes"							0		0
"LOCATION1  LOCATION2 transit location  , both shite holes"								0	0
2818	1	0	0	0	1	0	0	0	2
They are some nice areas in  LOCATION2 general  especially around E9 near LOCATION1					1				1
They are some nice areas in  LOCATION2 price  especially around E9 near LOCATION1						0			0
They are some nice areas in  LOCATION2 safety  especially around E9 near LOCATION1							0		0
They are some nice areas in  LOCATION2 transit location  especially around E9 near LOCATION1								0	0
They are some nice areas in LOCATION2 especially around E9 near  LOCATION1 general 	1								1
They are some nice areas in LOCATION2 especially around E9 near  LOCATION1 price 		0							0
They are some nice areas in LOCATION2 especially around E9 near  LOCATION1 safety 			0						0
They are some nice areas in LOCATION2 especially around E9 near  LOCATION1 transit location 				0					0
2819	0	0	0	1	0	0	0	1	2
"There are great transport links to  LOCATION1 general  and LOCATION2 on the mainline trains , loads of buses ,"	0								0
"There are great transport links to  LOCATION1 price  and LOCATION2 on the mainline trains , loads of buses ,"		0							0
"There are great transport links to  LOCATION1 safety  and LOCATION2 on the mainline trains , loads of buses ,"			0						0
"There are great transport links to  LOCATION1 transit location  and LOCATION2 on the mainline trains , loads of buses ,"				1					1
"There are great transport links to LOCATION1 and  LOCATION2 general  on the mainline trains , loads of buses ,"					0				0
"There are great transport links to LOCATION1 and  LOCATION2 price  on the mainline trains , loads of buses ,"						0			0
"There are great transport links to LOCATION1 and  LOCATION2 safety  on the mainline trains , loads of buses ,"							0		0
"There are great transport links to LOCATION1 and  LOCATION2 transit location  on the mainline trains , loads of buses ,"								1	1
2820	0	0	0	1	0	0	0	0	1
 LOCATION1 general  is within easy reach of all the LOCATION2 attractions	0								0
 LOCATION1 price  is within easy reach of all the LOCATION2 attractions		0							0
 LOCATION1 safety  is within easy reach of all the LOCATION2 attractions			0						0
 LOCATION1 transit location  is within easy reach of all the LOCATION2 attractions				1					1
LOCATION1 is within easy reach of all the  LOCATION2 general  attractions					0				0
LOCATION1 is within easy reach of all the  LOCATION2 price  attractions						0			0
LOCATION1 is within easy reach of all the  LOCATION2 safety  attractions							0		0
LOCATION1 is within easy reach of all the  LOCATION2 transit location  attractions								0	0
2821	1	0	0	0	1	0	0	0	2
"Try ,  LOCATION1 general  or LOCATION2"	1								1
"Try ,  LOCATION1 price  or LOCATION2"		0							0
"Try ,  LOCATION1 safety  or LOCATION2"			0						0
"Try ,  LOCATION1 transit location  or LOCATION2"				0					0
"Try , LOCATION1 or  LOCATION2 general "					1				1
"Try , LOCATION1 or  LOCATION2 price "						0			0
"Try , LOCATION1 or  LOCATION2 safety "							0		0
"Try , LOCATION1 or  LOCATION2 transit location "								0	0
2822	0	0	-1	0	0	0	-1	0	-2
my friends in  LOCATION2 general  and LOCATION1 have experienced much more crime and seen more scary things					0				0
my friends in  LOCATION2 price  and LOCATION1 have experienced much more crime and seen more scary things						0			0
my friends in  LOCATION2 safety  and LOCATION1 have experienced much more crime and seen more scary things							-1		-1
my friends in  LOCATION2 transit location  and LOCATION1 have experienced much more crime and seen more scary things								0	0
my friends in LOCATION2 and  LOCATION1 general  have experienced much more crime and seen more scary things	0								0
my friends in LOCATION2 and  LOCATION1 price  have experienced much more crime and seen more scary things		0							0
my friends in LOCATION2 and  LOCATION1 safety  have experienced much more crime and seen more scary things			-1						-1
my friends in LOCATION2 and  LOCATION1 transit location  have experienced much more crime and seen more scary things				0					0
2823	-1	0	0	0	-1	0	0	0	-2
"a bit I think  LOCATION1 general  and LOCATION2 are kind of the new ritzy areas but lots of bad neihborhoods that are still there It 's dull , been there , quite suburban"	-1								-1
"a bit I think  LOCATION1 price  and LOCATION2 are kind of the new ritzy areas but lots of bad neihborhoods that are still there It 's dull , been there , quite suburban"		0							0
"a bit I think  LOCATION1 safety  and LOCATION2 are kind of the new ritzy areas but lots of bad neihborhoods that are still there It 's dull , been there , quite suburban"			0						0
"a bit I think  LOCATION1 transit location  and LOCATION2 are kind of the new ritzy areas but lots of bad neihborhoods that are still there It 's dull , been there , quite suburban"				0					0
"a bit I think LOCATION1 and  LOCATION2 general  are kind of the new ritzy areas but lots of bad neihborhoods that are still there It 's dull , been there , quite suburban"					-1				-1
"a bit I think LOCATION1 and  LOCATION2 price  are kind of the new ritzy areas but lots of bad neihborhoods that are still there It 's dull , been there , quite suburban"						0			0
"a bit I think LOCATION1 and  LOCATION2 safety  are kind of the new ritzy areas but lots of bad neihborhoods that are still there It 's dull , been there , quite suburban"							0		0
"a bit I think LOCATION1 and  LOCATION2 transit location  are kind of the new ritzy areas but lots of bad neihborhoods that are still there It 's dull , been there , quite suburban"								0	0
2824	1	0	0	0	1	0	0	0	2
Best bet is around  LOCATION2 general  and LOCATION1 area in the northwest corner really nice					1				1
Best bet is around  LOCATION2 price  and LOCATION1 area in the northwest corner really nice						0			0
Best bet is around  LOCATION2 safety  and LOCATION1 area in the northwest corner really nice							0		0
Best bet is around  LOCATION2 transit location  and LOCATION1 area in the northwest corner really nice								0	0
Best bet is around LOCATION2 and  LOCATION1 general  area in the northwest corner really nice	1								1
Best bet is around LOCATION2 and  LOCATION1 price  area in the northwest corner really nice		0							0
Best bet is around LOCATION2 and  LOCATION1 safety  area in the northwest corner really nice			0						0
Best bet is around LOCATION2 and  LOCATION1 transit location  area in the northwest corner really nice				0					0
2825	1	0	0	0	1	0	0	0	2
Try  LOCATION1 general  or LOCATION2 Good Luck	1								1
Try  LOCATION1 price  or LOCATION2 Good Luck		0							0
Try  LOCATION1 safety  or LOCATION2 Good Luck			0						0
Try  LOCATION1 transit location  or LOCATION2 Good Luck				0					0
Try LOCATION1 or  LOCATION2 general  Good Luck					1				1
Try LOCATION1 or  LOCATION2 price  Good Luck						0			0
Try LOCATION1 or  LOCATION2 safety  Good Luck							0		0
Try LOCATION1 or  LOCATION2 transit location  Good Luck								0	0
2826	1	0	0	1	0	0	0	1	3
"I loved  LOCATION1 general  when I lived there , good shops , restaurants and pubs Both LOCATION2 and LOCATION1 have excellent public transport"	1								1
"I loved  LOCATION1 price  when I lived there , good shops , restaurants and pubs Both LOCATION2 and LOCATION1 have excellent public transport"		0							0
"I loved  LOCATION1 safety  when I lived there , good shops , restaurants and pubs Both LOCATION2 and LOCATION1 have excellent public transport"			0						0
"I loved  LOCATION1 transit location  when I lived there , good shops , restaurants and pubs Both LOCATION2 and LOCATION1 have excellent public transport"				1					1
"I loved LOCATION1 when I lived there , good shops , restaurants and pubs Both  LOCATION2 general  and LOCATION1 have excellent public transport"					0				0
"I loved LOCATION1 when I lived there , good shops , restaurants and pubs Both  LOCATION2 price  and LOCATION1 have excellent public transport"						0			0
"I loved LOCATION1 when I lived there , good shops , restaurants and pubs Both  LOCATION2 safety  and LOCATION1 have excellent public transport"							0		0
"I loved LOCATION1 when I lived there , good shops , restaurants and pubs Both  LOCATION2 transit location  and LOCATION1 have excellent public transport"								1	1
2827	1	0	0	0	1	0	0	0	2
"The areas you want to look at are ,  LOCATION1 general  and LOCATION2"	1								1
"The areas you want to look at are ,  LOCATION1 price  and LOCATION2"		0							0
"The areas you want to look at are ,  LOCATION1 safety  and LOCATION2"			0						0
"The areas you want to look at are ,  LOCATION1 transit location  and LOCATION2"				0					0
"The areas you want to look at are , LOCATION1 and  LOCATION2 general "					1				1
"The areas you want to look at are , LOCATION1 and  LOCATION2 price "						0			0
"The areas you want to look at are , LOCATION1 and  LOCATION2 safety "							0		0
"The areas you want to look at are , LOCATION1 and  LOCATION2 transit location "								0	0
2828	1	0	0	0	1	0	0	0	2
I 'd suggest looking at  LOCATION2 general  or LOCATION1 Good website is gumtree					1				1
I 'd suggest looking at  LOCATION2 price  or LOCATION1 Good website is gumtree						0			0
I 'd suggest looking at  LOCATION2 safety  or LOCATION1 Good website is gumtree							0		0
I 'd suggest looking at  LOCATION2 transit location  or LOCATION1 Good website is gumtree								0	0
I 'd suggest looking at LOCATION2 or  LOCATION1 general  Good website is gumtree	1								1
I 'd suggest looking at LOCATION2 or  LOCATION1 price  Good website is gumtree		0							0
I 'd suggest looking at LOCATION2 or  LOCATION1 safety  Good website is gumtree			0						0
I 'd suggest looking at LOCATION2 or  LOCATION1 transit location  Good website is gumtree				0					0
2829	0	1	0	0	0	1	0	0	2
in terms of value for money i would recommend going to  LOCATION1 general  or LOCATION2	0								0
in terms of value for money i would recommend going to  LOCATION1 price  or LOCATION2		1							1
in terms of value for money i would recommend going to  LOCATION1 safety  or LOCATION2			0						0
in terms of value for money i would recommend going to  LOCATION1 transit location  or LOCATION2				0					0
in terms of value for money i would recommend going to LOCATION1 or  LOCATION2 general 					0				0
in terms of value for money i would recommend going to LOCATION1 or  LOCATION2 price 						1			1
in terms of value for money i would recommend going to LOCATION1 or  LOCATION2 safety 							0		0
in terms of value for money i would recommend going to LOCATION1 or  LOCATION2 transit location 								0	0
2830	1	0	0	0	1	0	0	0	2
Parts of  LOCATION1 general  and LOCATION2 are very nice too	1								1
Parts of  LOCATION1 price  and LOCATION2 are very nice too		0							0
Parts of  LOCATION1 safety  and LOCATION2 are very nice too			0						0
Parts of  LOCATION1 transit location  and LOCATION2 are very nice too				0					0
Parts of LOCATION1 and  LOCATION2 general  are very nice too					1				1
Parts of LOCATION1 and  LOCATION2 price  are very nice too						0			0
Parts of LOCATION1 and  LOCATION2 safety  are very nice too							0		0
Parts of LOCATION1 and  LOCATION2 transit location  are very nice too								0	0
2831	0	0	0	0	0	0	0	0	0
"If you 're interested in music , journalism , and nightlife then somewhere like  LOCATION1 general  or LOCATION2 is the place for you"	0								0
"If you 're interested in music , journalism , and nightlife then somewhere like  LOCATION1 price  or LOCATION2 is the place for you"		0							0
"If you 're interested in music , journalism , and nightlife then somewhere like  LOCATION1 safety  or LOCATION2 is the place for you"			0						0
"If you 're interested in music , journalism , and nightlife then somewhere like  LOCATION1 transit location  or LOCATION2 is the place for you"				0					0
"If you 're interested in music , journalism , and nightlife then somewhere like LOCATION1 or  LOCATION2 general  is the place for you"					0				0
"If you 're interested in music , journalism , and nightlife then somewhere like LOCATION1 or  LOCATION2 price  is the place for you"						0			0
"If you 're interested in music , journalism , and nightlife then somewhere like LOCATION1 or  LOCATION2 safety  is the place for you"							0		0
"If you 're interested in music , journalism , and nightlife then somewhere like LOCATION1 or  LOCATION2 transit location  is the place for you"								0	0
2833	0	0	1	0	0	0	1	0	2
 LOCATION1 general  and LOCATION2 are considered safe but there is n't much to do in either of them	0								0
 LOCATION1 price  and LOCATION2 are considered safe but there is n't much to do in either of them		0							0
 LOCATION1 safety  and LOCATION2 are considered safe but there is n't much to do in either of them			1						1
 LOCATION1 transit location  and LOCATION2 are considered safe but there is n't much to do in either of them				0					0
LOCATION1 and  LOCATION2 general  are considered safe but there is n't much to do in either of them					0				0
LOCATION1 and  LOCATION2 price  are considered safe but there is n't much to do in either of them						0			0
LOCATION1 and  LOCATION2 safety  are considered safe but there is n't much to do in either of them							1		1
LOCATION1 and  LOCATION2 transit location  are considered safe but there is n't much to do in either of them								0	0
2834	0	0	0	0	0	0	0	0	0
South London communities like  LOCATION2 general  and LOCATION1 have high proportion of Afro-Caribbeans					0				0
South London communities like  LOCATION2 price  and LOCATION1 have high proportion of Afro-Caribbeans						0			0
South London communities like  LOCATION2 safety  and LOCATION1 have high proportion of Afro-Caribbeans							0		0
South London communities like  LOCATION2 transit location  and LOCATION1 have high proportion of Afro-Caribbeans								0	0
South London communities like LOCATION2 and  LOCATION1 general  have high proportion of Afro-Caribbeans	0								0
South London communities like LOCATION2 and  LOCATION1 price  have high proportion of Afro-Caribbeans		0							0
South London communities like LOCATION2 and  LOCATION1 safety  have high proportion of Afro-Caribbeans			0						0
South London communities like LOCATION2 and  LOCATION1 transit location  have high proportion of Afro-Caribbeans				0					0
2835	1	0	0	0	1	0	0	0	2
" LOCATION2 general  has portobello road , its very villagey and stylish , as is LOCATION1"					1				1
" LOCATION2 price  has portobello road , its very villagey and stylish , as is LOCATION1"						0			0
" LOCATION2 safety  has portobello road , its very villagey and stylish , as is LOCATION1"							0		0
" LOCATION2 transit location  has portobello road , its very villagey and stylish , as is LOCATION1"								0	0
"LOCATION2 has portobello road , its very villagey and stylish , as is  LOCATION1 general "	1								1
"LOCATION2 has portobello road , its very villagey and stylish , as is  LOCATION1 price "		0							0
"LOCATION2 has portobello road , its very villagey and stylish , as is  LOCATION1 safety "			0						0
"LOCATION2 has portobello road , its very villagey and stylish , as is  LOCATION1 transit location "				0					0
2837	1	0	0	0	1	0	0	0	2
Try somewhere in  LOCATION1 general  or LOCATION2 as there are nice pockets scattered around	1								1
Try somewhere in  LOCATION1 price  or LOCATION2 as there are nice pockets scattered around		0							0
Try somewhere in  LOCATION1 safety  or LOCATION2 as there are nice pockets scattered around			0						0
Try somewhere in  LOCATION1 transit location  or LOCATION2 as there are nice pockets scattered around				0					0
Try somewhere in LOCATION1 or  LOCATION2 general  as there are nice pockets scattered around					1				1
Try somewhere in LOCATION1 or  LOCATION2 price  as there are nice pockets scattered around						0			0
Try somewhere in LOCATION1 or  LOCATION2 safety  as there are nice pockets scattered around							0		0
Try somewhere in LOCATION1 or  LOCATION2 transit location  as there are nice pockets scattered around								0	0
2838	1	0	0	0	-1	0	0	0	0
 LOCATION1 general  is THE worst LOCATION2 Garden is beautiful	1								1
 LOCATION1 price  is THE worst LOCATION2 Garden is beautiful		0							0
 LOCATION1 safety  is THE worst LOCATION2 Garden is beautiful			0						0
 LOCATION1 transit location  is THE worst LOCATION2 Garden is beautiful				0					0
LOCATION1 is THE worst  LOCATION2 general  Garden is beautiful					-1				-1
LOCATION1 is THE worst  LOCATION2 price  Garden is beautiful						0			0
LOCATION1 is THE worst  LOCATION2 safety  Garden is beautiful							0		0
LOCATION1 is THE worst  LOCATION2 transit location  Garden is beautiful								0	0
2839	0	1	0	0	0	0	0	-1	0
" LOCATION1 general  ( Location-North West ) - Quiet , cheap LOCATION2 Broadway ( Location- West ) - A fair way to Central London but a nice suburb with bars and pubs"	0								0
" LOCATION1 price  ( Location-North West ) - Quiet , cheap LOCATION2 Broadway ( Location- West ) - A fair way to Central London but a nice suburb with bars and pubs"		1							1
" LOCATION1 safety  ( Location-North West ) - Quiet , cheap LOCATION2 Broadway ( Location- West ) - A fair way to Central London but a nice suburb with bars and pubs"			0						0
