Row Labels,LOCATION1#general,LOCATION1#price,LOCATION1#safety,LOCATION1#transit,LOCATION2#general,LOCATION2#price,LOCATION2#safety,LOCATION2#transit
Also the areas around  LOCATION1   and LOCATION2 were quite nice,1,0,0,0,,,,
"also suggest  LOCATION1   as a nice historic area to visit , best at weekends because they have a good craft market",0,0,0,0,,,,
"Also SE is  LOCATION1   , that is pretty up and coming",1,0,0,0,,,,
"Also nearby is Kenwood house on  LOCATION1   , with great art inside and a beautiful garden",0,0,0,0,,,,
"Also look at Time Out website for ideas Go  LOCATION1   tube station , then look at the Asian shops in Green Street ( : LOL",0,0,0,0,,,,
"also LOCATION2 has two different type of post codes , n9 and n18 again different to  LOCATION1   as there en1 and en2 .",0,0,0,0,,,,
Also LOCATION1 and  LOCATION2   are n't that bad tho ' they are much more expensive than they used to be,,,,,1,-1,0,0
"Also going west , LOCATION2 and  LOCATION1   are nice , too",1,0,0,0,,,,
"Also going west ,  LOCATION2   and LOCATION1 are nice , too",,,,,1,0,0,0
also depends on what kinda prperty you want  LOCATION1   is a comparatively cheap place,0,1,0,0,,,,
"Also , you could go to  LOCATION1   ( `` trendy '' area of East End , full of pubs , clubs and other interesting things",1,0,0,0,,,,
"Also , LOCATION2 and  LOCATION1   are good places for cheap housing , but I find them depressingly suburban",-1,1,0,0,,,,
"Also , in the back streets behind  LOCATION1   ( such as Goodge Street and Mortimer Street ) you can get a number of nice places with a more traditional feel , and these are usually a bit cheaper as well",1,1,0,0,,,,
"Also ,  LOCATION2   and LOCATION1 are good places for cheap housing , but I find them depressingly suburban",,,,,-1,1,0,0
"also  LOCATION2   has two different type of post codes , n9 and n18 again different to LOCATION1 as there en1 and en2 .",,,,,0,0,0,0
Also  LOCATION1   and LOCATION2 are n't that bad tho ' they are much more expensive than they used to be,1,-1,0,0,,,,
Alot of tube lines go into LOCATION2 and  LOCATION1   so you have plenty of choices,0,0,0,1,,,,
Alot of tube lines go into  LOCATION2   and LOCATION1 so you have plenty of choices,,,,,0,0,0,1
All the neighborhoods around  LOCATION1   are very nice and safe,1,0,1,0,,,,
"all our parks in London are beautiful and LOCATION1 and  LOCATION2   are the best parks ever ; they 're really big , right in central London",,,,,0,0,0,1
"all our parks in London are beautiful and  LOCATION1   and LOCATION2 are the best parks ever ; they 're really big , right in central London",0,0,0,1,,,,
all in all  LOCATION1   is a good choice,1,0,0,0,,,,
Agree with LOCATION1 Whenabouts did you live in  LOCATION2  ,,,,,0,0,0,0
Agree with  LOCATION1   Whenabouts did you live in LOCATION2,0,0,0,0,,,,
Again these areas have nice parts/bad parts but again they are more cheap (  LOCATION1   can be a bit expensive depending though ) and they can be a bit run down if you go to certain places,-1,-1,0,0,,,,
Afraid to go out  LOCATION1   is a horrible place full of scum,-1,0,-1,0,,,,
Aesthetically I would go for  LOCATION1   - it has loads of lovely green space to walk on,1,0,0,0,,,,
"Administratively , since 1963 ,  LOCATION1   has been part of Greater London and not in the modern county of Kent",0,0,0,0,,,,
"Administratively , LOCATION1 is in Greater London , and houses the headquarters of the London borough of  LOCATION2  ",,,,,0,0,0,0
"Administratively ,  LOCATION1   is in Greater London , and houses the headquarters of the London borough of LOCATION2",0,0,0,0,,,,
Additionally you should consider LOCATION1 or  LOCATION2  ,,,,,1,0,0,0
Additionally you should consider  LOCATION1   or LOCATION2,1,0,0,0,,,,
Actually what I found is that  LOCATION1   is in Sureey but in all other ptactical means it IS part of London/in London,0,0,0,0,,,,
"Academy (  LOCATION1   ) - consistently named as one of the best bars in the world , great vibe and amazing cocktails",0,0,0,0,,,,
Absolutely  LOCATION1   is London,0,0,0,0,,,,
A true Cockney is one who was born within the sound of the  LOCATION1   Bells,0,0,0,0,,,,
"A trip on the river from LOCATION2 , richmond or Hampton Court to  LOCATION1   is another paid for attraction well worth doing",0,0,0,0,,,,
"A trip on the river from  LOCATION2   , richmond or Hampton Court to LOCATION1 is another paid for attraction well worth doing",,,,,0,0,0,0
A more affordable option would be  LOCATION1  ,0,1,0,0,,,,
A load of money will buy you a nice house in LOCATION1 or  LOCATION2  ,,,,,0,-1,0,0
A load of money will buy you a nice house in  LOCATION1   or LOCATION2,0,-1,0,0,,,,
"A little flat in  LOCATION1   will be very nice , but will cost you a good deal of money",0,-1,0,0,,,,
A few of my colleagues lived in  LOCATION1   ( our office was in Greater London ),0,0,0,0,,,,
A better walk around that way would be to walk along the canal to  LOCATION1  ,0,0,0,0,,,,
8-10 Dover Street  LOCATION1  ,0,0,0,0,,,,
30 minutes to  LOCATION1   on tube,0,0,0,0,,,,
"15 on guest list or more on the door Guest list - VIP - Table Booking : 07734405567 or 07971190439 Attica Club , 24 Kingly Street ,  LOCATION1   , London , W1 `` CRAZYSEXYCOOL '' AT CLUBBOULEVARD EVERY FRIDAY NIGHT",0,0,0,0,,,,
`` My friend once collected a couple from  LOCATION1   and was taking them to their hotel,0,0,0,0,,,,
"#  LOCATION1   Arts Centre 0 , Free",0,0,0,0,,,,
@ sweet I love  LOCATION1   actually lol,1,0,0,0,,,,
") LOCATION1 is lovely , especially around  LOCATION2   etc",,,,,1,0,0,0
")  LOCATION1   is lovely , especially around LOCATION2 etc",1,0,0,0,,,,
( not sure about other  LOCATION1   boroughs though ),0,0,0,0,,,,
( my sister 's boyfriend has just bought a small flat for half a mill in  LOCATION1  ,0,0,0,0,,,,
( LOCATION1 and  LOCATION2   ),,,,,0,0,0,0
"( However , I walk to  LOCATION1   station after 9.30 every week and have never had a problem )",0,0,1,0,,,,
(  LOCATION1   is in zone 2 ),0,0,0,0,,,,
(  LOCATION1   and LOCATION2 ),0,0,0,0,,,,
(  LOCATION1   ) Custom house,0,0,0,0,,,,
"'ave a bit of chow at Harrods , then go to the  LOCATION1   and light up a fag init",0,0,0,0,,,,
"' punk rock mentality ,  LOCATION1   is the epicentre of bohemian counterculture",0,0,0,0,,,,
", theres nothing wrong with  LOCATION1  ",1,0,0,0,,,,
", Potters Bar , LOCATION1 ,  LOCATION2  ",,,,,0,0,0,0
", Potters Bar ,  LOCATION1   , LOCATION2",0,0,0,0,,,,
", LOCATION2 is quite isolated while  LOCATION1   has a street full of shops and amenities , but is quite small and does n't have a tube close",0,0,0,-1,,,,
",  LOCATION2   is quite isolated while LOCATION1 has a street full of shops and amenities , but is quite small and does n't have a tube close",,,,,0,0,0,0
"- Near to popular areas like LOCATION1 ,  LOCATION2   , etc - Rent is quite reasonable",,,,,1,1,0,0
"- Near to popular areas like  LOCATION1   , LOCATION2 , etc - Rent is quite reasonable",1,1,0,0,,,,
"- LOCATION2 and  LOCATION1   have clubs , Cinemas , Restaurants and bars to spare",0,0,0,0,,,,
"- learn the red-light spots such as  LOCATION1   where alot of drugs , whores and drunks stay around , you do n't wan na get lost around those places",-1,0,-1,0,,,,
- Cached  LOCATION1   accommodation - accommodation in LOCATION1 Flats/Houses - Rent,0,0,0,0,,,,
"-  LOCATION2   and LOCATION1 have clubs , Cinemas , Restaurants and bars to spare",,,,,0,0,0,0
 LOCATION2   used to nice but LOCATION1 are proabably your best bet,,,,,1,0,0,0
 LOCATION2   try the LOCATION2 or anywhere near LOCATION1,,,,,1,0,0,0
 LOCATION2   or LOCATION1 if your wallet is big enough,,,,,0,-1,0,0
" LOCATION2   or LOCATION1 are a bit more urban and not as upmarket but definitely very lively and you wont be bored , a little cheaper too",,,,,0,1,0,0
" LOCATION2   obviously , unless you enjoy commuting I love LOCATION1",,,,,0,0,0,0
 LOCATION2   is very nice and LOCATION1 is also nice,,,,,1,0,0,0
" LOCATION2   is top , although LOCATION1 is the most expensive",,,,,1,0,0,0
 LOCATION2   is ridiculously expensive when it comes to rent so have a look at LOCATION1,,,,,0,-1,0,0
" LOCATION2   is probably the best area for going out ( LOCATION1 ) but living there , I would n't really recommend yet , it 's still a bit rough",,,,,0,0,-1,0
" LOCATION2   is nearer to London , LOCATION1 is a cesspit",,,,,0,0,0,1
" LOCATION2   is n't bad at all - not like LOCATION1 , which I agree is revolting",,,,,1,0,0,0
" LOCATION2   is n't a London , neither is LOCATION1",,,,,0,0,0,0
 LOCATION2   is more of a problem as there are no tube stops unless you are actually looking at LOCATION1 which is not a great area,,,,,0,0,0,-1
" LOCATION2   is more chilled i think , LOCATION1 is where the 'rich ' people are etc",,,,,1,0,0,0
" LOCATION2   is in Zone 1 LOCATION1 is certainly the most predominately Indian of London 's districts , but the vast majority of the Indian population",,,,,0,0,0,0
" LOCATION2   is in the LOCATION1 , one of the London Boroughs",,,,,0,0,0,0
 LOCATION2   is in London and a really safe suburb and LOCATION1 is just outside of London and is a safe middle class area,,,,,0,0,1,0
" LOCATION2   is great , and LOCATION1 - but they are a tad more y",,,,,1,-1,0,0
 LOCATION2   is a brilliant place to live LOCATION1 ( Northern Line on the Tube ) is a great location,,,,,0,0,0,0
 LOCATION2   is a 10 minute walk from LOCATION1 Station which in a couple of years time will have Crossrail which will get you into Central London in 17 minutes,,,,,0,0,0,1
 LOCATION2   has a large Indian/Bangladeshi community and LOCATION1 has a large Afro/Caribbean community,,,,,0,0,0,0
" LOCATION2   and LOCATION1 would top my list of places to live in , there is so much history , culture and atmosphere there",,,,,0,0,0,0
" LOCATION2   and LOCATION1 would suit posh , rich people",,,,,0,-1,0,0
 LOCATION2   and LOCATION1 has a Malaysian community,,,,,0,0,0,0
 LOCATION2   and LOCATION1 are rough areas,,,,,0,0,-1,0
 LOCATION2   and LOCATION1 are meant to be lush,,,,,1,0,0,0
" LOCATION2   and LOCATION1 are also other nice areas with upmarket bars , but can be quite expensive",,,,,1,-1,0,0
 LOCATION2   and LOCATION1 always appears in the best place to live in the UK listings,,,,,0,0,0,0
" LOCATION2   and LOCATION1 , are all worth a visit and close enough to explore on foot",,,,,0,0,0,0
 LOCATION2   and LOCATION1 - These form an inner London area with lots of original Victorian housing stock,,,,,0,0,0,0
" LOCATION2   / LOCATION1 is East , and at the heart of creative London with more art galleries , skinny jeans , retro furniture and cool mini-markets than you can shake a fairys wand at",,,,,0,0,0,0
" LOCATION2   's not a notoriously high crime area it 's easy walking distance to LOCATION1 , you 'll enjoy that for the night life",,,,,0,0,1,1
" LOCATION2   , LOCATION1 just way too touristy and crowded",,,,,0,0,0,0
" LOCATION2   , LOCATION1 for example are suburban",,,,,0,0,0,0
" LOCATION2   , LOCATION1 are all on the central line with good bus routes and houses reasonably cheap",,,,,0,1,0,1
" LOCATION2   , LOCATION1 all got quite cheap properties and c2c line will be handy also as it stops at basildon and these places",,,,,0,1,0,1
" LOCATION2   , LOCATION1 , Maidenhead , Marlow , Taplow , Windsor , Henley On Thames , Newbury",,,,,0,0,0,0
 LOCATION1   would probably be your best bet as it 's close to the east end so there are lots of bars and clubs,1,0,0,0,,,,
 LOCATION1   would be ideal,1,0,0,0,,,,
 LOCATION1   would be a great location,0,0,0,1,,,,
 LOCATION1   wo n't give your husband an easy journey to Rochester,0,0,0,-1,,,,
 LOCATION1   will be close to central London and safer too,0,0,1,1,,,,
 LOCATION1   which is nearby is also very nice some property expense,1,0,0,0,,,,
 LOCATION1   which is a craphole keep clear,-1,0,0,0,,,,
" LOCATION1   which is a bit of a dump , does n't reflect LOCATION2 at all",-1,0,0,0,,,,
 LOCATION1   was the only area affordable north of the river I could think of,0,1,0,0,,,,
" LOCATION1   was the location for the UK 's first McDonald 's , if that gives you any idea",0,0,0,0,,,,
 LOCATION1   was the backdrop to `` Bend it like Beckham ``,0,0,0,0,,,,
" LOCATION1   was the area north of the Thames , west of the Lea and east of the Colne",0,0,0,0,,,,
" LOCATION1   was previously in LOCATION2 , and richmond in Surrey",0,0,0,0,,,,
 LOCATION1   was one of the worst areas I experienced My only thought on it is poor does n't necessarily equate to rough,-1,0,0,0,,,,
" LOCATION1   was once solidly working class cockney , but nowadays a high proportion of the population are immigrants",0,0,0,0,,,,
 LOCATION1   W1 . It is the hub of London providing most everything a body would ever need or want,0,0,0,1,,,,
 LOCATION1   village is lovely,1,0,0,0,,,,
 LOCATION1   Village,0,0,0,0,,,,
 LOCATION1   used to have an underground but the East London Line is being refurbished and it is buses for the next few years,0,0,0,-1,,,,
" LOCATION1   used to be really problematic , but is now better , and has decent tube / train links to most of South London",1,0,0,1,,,,
" LOCATION1   used to be known as Hatcham , an Anglo-Saxon name , meaning Hacci 's village , or possibly the village in the clearing in the woods",0,0,0,0,,,,
" LOCATION1   tube station is a good one if you work in the centre too , as it only takes about 15 minutes to get to Bond Street",0,0,0,1,,,,
 LOCATION1   tends to be quite safe,0,0,1,0,,,,
 LOCATION1   suffers from continuous aircraft noise because it is so close to LOCATION2,0,0,0,0,,,,
 LOCATION1   south London 650 per month,0,0,0,0,,,,
 LOCATION1   seems to have more diplomats and older people,0,0,0,0,,,,
 LOCATION1   seems to be the next thing that everyone is talking about,1,0,0,0,,,,
" LOCATION1   seems to be more your kettle of fish , although it is n't directly on the train line",0,0,0,-1,,,,
" LOCATION1   scores highly for transport links and a huge shopping centre ; has some green spaces too ,",0,0,0,1,,,,
 LOCATION1   Road is well known for second hand book shops,0,0,0,0,,,,
 LOCATION1   residential area but easy to commute into central London,0,0,0,1,,,,
 LOCATION1   Railway Station the # 1 Most Busiest Railway Station in the World,0,0,0,1,,,,
 LOCATION1   probably will be better than LOCATION1,1,0,0,0,,,,
 LOCATION1   or LOCATION2,0,0,0,0,,,,
" LOCATION1   one of the main road routes towards north-west London so very busy , very heavy traffic , not at all quiet even at night",0,0,0,-1,,,,
" LOCATION1   on the whole isnt that bad , just a few streets away the housing and area in  gets much nicer and there are some good shops on the high street that I personally use regularly",1,0,0,0,,,,
" LOCATION1   of London has lots of tiny little museums that are just beautiful , plus the rather obvious British Museum",0,0,0,0,,,,
" LOCATION1   obviously , unless you enjoy commuting Anywhere nice in London is at least 250pw for a 1 bed flat plus bills",1,0,0,0,,,,
 LOCATION1   now has a tram system so transport should be even better,0,0,0,1,,,,
 LOCATION1   not sure,0,0,0,0,,,,
" LOCATION1   North , SE1.not really its ok though",-1,0,0,0,,,,
" LOCATION1   nice area , consequently VERY expensive",-1,-1,0,0,,,,
 LOCATION1   might be good for you as it has no tube or rail so the s are lower,1,1,0,-1,,,,
 LOCATION1   might also be cheaper and a bit safer than LOCATION1 at night,0,1,1,0,,,,
 LOCATION1   means that we have a very fast route into Central London,0,0,0,1,,,,
 LOCATION1   Me,0,0,0,0,,,,
 LOCATION1   may be an option - it 's not as overly expensive as richmond and still within a reach,0,1,0,1,,,,
" LOCATION1   mainly has sizeable houses , most of which have been converted into flats , and the cost of renting or purchasing is favourable compared with most of London because the area is n't regarded as fashionable",0,1,0,0,,,,
 LOCATION1   Lock has a bridge over the canal where there are lots of bars etc A big JD Sprts,0,0,0,0,,,,
 LOCATION1   LOCATION1 is a great but expensive area,1,-1,0,0,,,,
 LOCATION1   Located in Zone 2 and quite centralised when it comes to working in the London but has a known reputation which will make grown men avoid that area at all times of the day,0,0,-1,1,,,,
" LOCATION1   just south of LOCATION1 is nice too , but probably on the expensive side",1,-1,0,0,,,,
 LOCATION1   itself is no more expensive than LOCATION2,0,1,0,0,,,,
" LOCATION1   itself is nice , not really 'toffy ' but people are a bit more reserved",1,0,0,0,,,,
 LOCATION1   itself is n't so bad,1,0,0,0,,,,
 LOCATION1   itself is fine during the day but I would make sure you do n't hang around at night as it can be a little scary,0,0,-1,0,,,,
" LOCATION1   itself is a corruption of the original name `` Bayards Water '' , which was a well that horses drank from",0,0,0,0,,,,
 LOCATION1   its beautiful and its the poshest part in London,1,-1,0,0,,,,
 LOCATION1   it 's like stepping into delhi,0,0,0,0,,,,
 LOCATION1   isnt bad,1,0,0,0,,,,
 LOCATION1   is y My friends and I want to live in London,0,-1,0,0,,,,
" LOCATION1   is y I 'm moving from London , UK to Toronto next year and would like to live in a comparable neighbourhood",0,-1,0,0,,,,
 LOCATION1   is y,0,-1,0,0,,,,
 LOCATION1   is where you 'll want to go for local significant shopping,0,0,0,0,,,,
" LOCATION1   is where you 'll find all of the restaurants , street performers , national theatre , the London aquarium",0,0,0,0,,,,
 LOCATION1   is where Imperial College is located,0,0,0,0,,,,
 LOCATION1   is very variable,0,0,0,0,,,,
" LOCATION1   is very similar , With quite streets with lots of trees , waking up to only the sounds of little birds singing",0,0,0,0,,,,
" LOCATION1   is very nice and safe , its in zone 5 and it takes about 45 mins to get into central London",0,0,1,1,,,,
 LOCATION1   is very near LOCATION2 as well and I have heard good things about that area as well,1,0,0,0,,,,
" LOCATION1   is very leafy , with a wonderful park and woodlands , as well as being within walking distance of LOCATION1",0,0,0,1,,,,
" LOCATION1   is very leafy , with a wonderful park and woodlands , as well as being within walking distance of Hampstead Heath",0,0,0,1,,,,
 LOCATION1   is very hip and trendy fantastic night life and market,1,0,0,0,,,,
 LOCATION1   is very expensive and very posh,0,-1,0,0,,,,
 LOCATION1   is very different to LOCATION1 and a bit rough around the edges,0,0,-1,0,,,,
 LOCATION1   is very cool as well All the areas I 've mentioned have their own nightlife and you 'll always find yourself wandering into neighbouring areas,1,0,0,0,,,,
 LOCATION1   is too noisy and polluted and too crowded with tourists visiting the museums there,0,0,0,0,,,,
" LOCATION1   is the true East End , known as the starting point for many immigrant communities over the centuries",0,0,0,0,,,,
 LOCATION1   is the safest place in London to live in,0,0,1,0,,,,
 LOCATION1   is the place for you It all depends how much you want to pay for your house,0,0,0,0,,,,
 LOCATION1   is the place for you,1,0,0,0,,,,
 LOCATION1   is the nicest borough in SE London,1,0,0,0,,,,
 LOCATION1   is the nearest station,0,0,0,0,,,,
" LOCATION1   is the nearest one - still a bit of a walk from there , though",0,0,0,0,,,,
" LOCATION1   is the most-upmarket area , former chic-cool spot turned , getting edgier ( cooler ) as you move up to Ladbroke Grove",1,0,0,0,,,,
 LOCATION1   is the historical home of the capitals arts and entertainments industry,0,0,0,0,,,,
 LOCATION1   is the cheapest of the 3 areas and one of the cheapest areas in London,0,1,0,0,,,,
 LOCATION1   is the cheapest area to live in London as it is quite a dodgy area,0,1,-1,0,,,,
 LOCATION1   is the biggest town centre in that area,0,0,0,0,,,,
 LOCATION1   is the best of the places you mention,1,0,0,0,,,,
 LOCATION1   is the best followed by LOCATION2,0,0,0,0,,,,
" LOCATION1   is the best area to live , very scenic",0,0,0,0,,,,
 LOCATION1   is terrible to live in,0,0,0,0,,,,
" LOCATION1   is supposed to be nice , I heard the traffic is murder though",1,0,0,-1,,,,
 LOCATION1   is similar but with a few more independent bars and smaller clubs,0,0,0,0,,,,
 LOCATION1   is safer,0,0,1,0,,,,
" LOCATION1   is safe enough , unless you are in the habit of wandering around late at night",0,0,1,0,,,,
 LOCATION1   is rubbish at the mo because the Olympics are causing disruption already with loads of building work,-1,0,0,0,,,,
 LOCATION1   is rough and quite nasty - I would not like to walk round there at night,0,0,-1,0,,,,
 LOCATION1   is rough and quite nasty - I would not like to walk round there at night,-1,0,-1,0,,,,
 LOCATION1   is right in the centre of London,0,0,0,1,,,,
 LOCATION1   is relatively well d and is quite safe no problem there,0,1,1,0,,,,
 LOCATION1   is really rough,0,0,-1,0,,,,
" LOCATION1   is really quite nice , LOCATION2 is really , really not",1,0,0,0,,,,
 LOCATION1   is really nice if you can afford it,1,-1,0,0,,,,
 LOCATION1   is really nice - I live in LOCATION2,1,0,0,0,,,,
 LOCATION1   is really lovely and has enough pubs/restaurants/shops to keep you going,1,0,0,0,,,,
 LOCATION1   is quite varied with a lean towards an alternative/underground scene,0,0,0,0,,,,
 LOCATION1   is quite up and coming,1,0,0,0,,,,
 LOCATION1   is quite nice and quaint beleive it or not,1,0,0,0,,,,
" LOCATION1   is quite nice ( very diverse though ) , but there are about 6 parks in the area , lots of things to do and has low crime rate",1,0,1,0,,,,
" LOCATION1   is quite nice , on the central line",1,0,0,1,,,,
" LOCATION1   is quite far up North and at the border , so that may be a pain location wise but it is also a pleasant area",1,0,0,0,,,,
 LOCATION1   is quite expensive and as you hint at in your question has several parts -,0,-1,0,0,,,,
 LOCATION1   is quite exclusive but on the whole nah,-1,0,0,0,,,,
 LOCATION1   is quite an expensive area,0,1,0,0,,,,
" LOCATION1   is quite a cool place to wander about with a couple of markets , a big park , and the river thames to walk along London Eye",1,0,0,0,,,,
" LOCATION1   is pretty safe and family oriented , in the west of London and not as expensive as central London",0,1,1,0,,,,
 LOCATION1   is over rated but nice,1,0,0,0,,,,
 LOCATION1   is one of those places to find real Londoners,0,0,0,0,,,,
 LOCATION1   is one of these safets places in London,0,0,1,0,,,,
 LOCATION1   is one of the nicest London Boroughs,1,0,0,0,,,,
" LOCATION1   is one of the nicer areas and has good access by the underground into central London , it 's mostly occupied by commuters so it 's even more expensive",1,-1,0,1,,,,
" LOCATION1   is one of the most exciting areas in London and we expect you will spend quite a bit of time exploring its attractions ( and perhaps , shopping )",0,0,0,0,,,,
 LOCATION1   is one of the most ethnically diverse areas of the UK,0,0,0,0,,,,
" LOCATION1   is one of the cheaper areas as far as housing is concerned , It is a deprived area and high iLOCATION1",-1,1,-1,0,,,,
 LOCATION1   is one I live in LOCATION2,0,0,0,0,,,,
 LOCATION1   is one I 've been toying with the idea recently of moving to London,0,0,0,0,,,,
 LOCATION1   is one,0,0,0,0,,,,
" LOCATION1   is on the up , with Westfield and the Olympic Park new to the area it has seen regeneration",1,0,0,0,,,,
" LOCATION1   is on the London Underground , Piccadilly Line/Metropolitan Line",0,0,0,1,,,,
 LOCATION1   is OK too who knows where is safe nowdays,1,0,0,0,,,,
 LOCATION1   is ok but aint that expensive well I dunno if your rich or not,1,1,0,0,,,,
" LOCATION1   is ok a little built up now , but very expensive LOCATION2 is brilliant",1,-1,0,0,,,,
" LOCATION1   is ok , but can be a bit grotty , and getting on to the M1 can be a pain , LOCATION2 , would be more beneficial , as you have the Jubilee line into London , and your only minutes away from Junction 4 of the M1 , to get to Luton",-1,0,0,-1,,,,
 LOCATION1   is now full of asians and chinese,0,0,0,0,,,,
 LOCATION1   is now a thriving area and lots of money has been spent n regeneration,1,0,0,0,,,,
 LOCATION1   is nothing special but like all of London it is expensive,0,-1,0,0,,,,
" LOCATION1   is not very nice , with regards to the people , appearance ,  , and has poor connections",-1,0,-1,-1,,,,
 LOCATION1   is not to bad,1,0,0,0,,,,
 LOCATION1   is not the cheapest place to live but not too far to LOCATION2 which is much cheaper for accomodation,0,-1,0,1,,,,
" LOCATION1   is not the best shopping street in London , but there are good transport links to the rest of London",0,0,0,1,,,,
 LOCATION1   is not that nice but is relatively safe,-1,0,1,0,,,,
 LOCATION1   is not really the worst place to live,0,0,0,0,,,,
" LOCATION1   is not pretty , but you ca n't move there if you are not an EU citizen",-1,0,0,0,,,,
 LOCATION1   is not in or near LOCATION2 Whichever of London 's airports gives you the lowest air fare,0,0,0,0,,,,
" LOCATION1   is not in London , it is in Hertfordshire",0,0,0,0,,,,
 LOCATION1   is not far from LOCATION1 and is a much safer and more attractive area,1,0,1,0,,,,
 LOCATION1   is not far,0,0,0,1,,,,
 LOCATION1   is not a nice cheap residential area to live trust me I was born and raised there lol,0,-1,0,0,,,,
" LOCATION1   is not a good area , LOCATION2 in  can be quite rough",-1,0,0,0,,,,
" LOCATION1   is not a `` London `` in itself , it is simply a town within the north-east surburbs of London",0,0,0,-1,,,,
 LOCATION1   is no longer cheap as anywhere near a tube station in London is expensive as commuters want to be near them,0,-1,0,0,,,,
" LOCATION1   is nicer , I think , despite it 's reputation",1,0,0,0,,,,
" LOCATION1   is nice too , but poorly serviced by public transport",1,0,0,-1,,,,
 LOCATION1   is nice too,1,0,0,0,,,,
 LOCATION1   is nice good nightlife lots and lots of restaurants of all kinds bars etc anyway i hope this helps look on google earth for LOCATION1 etc good luck,0,0,0,0,,,,
 LOCATION1   is nice but youd need to look around for a decent d place to live Wherever they can afford to,0,-1,0,0,,,,
 LOCATION1   is nice but you might find property a bit more expensive,1,-1,0,0,,,,
 LOCATION1   is nice and reasonable to live,1,0,0,0,,,,
 LOCATION1   is nice and not too far from your uni,1,0,0,0,,,,
" LOCATION1   is nice , but it 's not cheap",1,-1,0,0,,,,
 LOCATION1   is nice,1,0,0,0,,,,
 LOCATION1   is nearer London and cheaper though not as nice,1,1,0,1,,,,
" LOCATION1   is n't the name of an area , it 's just a word to describe residential areas that used to be docks",0,0,0,0,,,,
" LOCATION1   is n't the best place to live , I use to work there LOCATION1 is not a very good place",-1,0,0,0,,,,
 LOCATION1   is n't such a big town but there 's quite a lot to explore and in  it 's a nice place to settle down in,0,0,0,0,,,,
 LOCATION1   is n't London,0,0,0,0,,,,
 LOCATION1   is n't great,-1,0,0,0,,,,
 LOCATION1   is n't bad,1,0,0,0,,,,
 LOCATION1   is my favourite as it is kind of arty,1,0,0,0,,,,
 LOCATION1   is more leafy and near LOCATION2 - quite nice,1,0,0,1,,,,
 LOCATION1   is more better,1,0,0,0,,,,
" LOCATION1   is more affordable , but close to the center Dude , it 's London - NOWHERE is truly safe",0,1,0,1,,,,
 LOCATION1   is meant to be fairly affordable and has good areas,1,1,0,0,,,,
 LOCATION1   is marvellous,1,0,0,0,,,,
 LOCATION1   is marked # 1 .,0,0,0,0,,,,
" LOCATION1   is ly considered the nicest , cleanest and safest part s",1,0,1,0,,,,
" LOCATION1   is ly a cheap place to live in London , and its as safe as the rest of London",0,1,1,0,,,,
 LOCATION1   is lovely but it does suffer from aircraft noise a bit,1,0,0,0,,,,
" LOCATION1   is lovely , very cultured and artistic it 's down side ( which is also its best point ) is that it 's not near a tube station and you have to get a bus to the nearest ( LOCATION1 ) but this is also its advantage as it gets you away from the grot that usually surrounds a rube station",1,0,0,-1,,,,
 LOCATION1   is looking a bit tatty these days as is LOCATION2,-1,0,0,0,,,,
 LOCATION1   is like that,0,0,0,0,,,,
 LOCATION1   is large parkland with lakes and trees,0,0,0,0,,,,
 LOCATION1   is known for its alternative scene and is a good place to visit to witness a different atmosphere of London,0,0,0,0,,,,
 LOCATION1   is just so fashionable and cool : ),0,0,0,0,,,,
 LOCATION1   is just north of Oxford Street,0,0,0,0,,,,
 LOCATION1   is just heaven,1,0,0,0,,,,
" LOCATION1   is just full of tower blocks , but again , there is a lot of building , regeneration and new homes going up",0,0,0,0,,,,
 LOCATION1   is just a tourist hole ; avoid at all costs,-1,0,0,0,,,,
 LOCATION1   is inexpensive and has tube stations too,0,1,0,1,,,,
 LOCATION1   is inexpensive and has good shopping and the restaurant quarter,0,1,0,0,,,,
" LOCATION1   is incredibly ethnically diverse and no matter where you move , you 're going to find lots of people with a different ethnic background to you",0,0,0,0,,,,
" LOCATION1   is in West London , with really good transport links to the centre",0,0,0,1,,,,
 LOCATION1   is in the county of Hertfordshire ( pronounced 'HART-ford-sheer ' ) just to the north/northwest of London,0,0,0,0,,,,
 LOCATION1   is in South London,0,0,0,0,,,,
 LOCATION1   is in my opinion is alot nicer than LOCATION1,1,0,0,0,,,,
 LOCATION1   is in Greater London and is a very safe place,0,0,1,0,,,,
 LOCATION1   is in a skank area,-1,0,0,0,,,,
" LOCATION1   is huge , and it 's a really nice place to have a picnic or maybe feed the ducks in the river",0,0,0,0,,,,
 LOCATION1   is having lots of money thrown at it right now,1,0,0,0,,,,
 LOCATION1   is hardly London - that poster above is just one of those trendy too-cool-for-school types - there is life beyond LOCATION1,0,0,0,-1,,,,
 LOCATION1   is great Tube/overground/THE COMMONS I have lived in LOCATION2 for 25 years and it 's now one the most safest places to live,0,0,0,1,,,,
 LOCATION1   is great for getting into the London,0,0,0,1,,,,
 LOCATION1   is great for a night out or even LOCATION2 both great nights out load to do,0,0,0,0,,,,
 LOCATION1   is great for a lazy day in the sun w the sunday papers and a picnic ~ great views over the London,0,0,0,0,,,,
 LOCATION1   is great for a day out,1,0,0,0,,,,
" LOCATION1   is great , too",1,0,0,0,,,,
 LOCATION1   is good and very close alas almost as expensive,1,-1,0,1,,,,
